1,CDM GROSS CHARGE AND CASH PAY SECTION,ProcedureCode,ProcedureDescription,Lawson Number,NDC,Revenue Code,CPT Code,, Default Charge , ER Charge , Inpatient Therapy ,Cash Charge
4615,27212108,27212108,CANISTER WOUND DRAIN INFOVAC 500 ML 1 HANDED GEL EASY STERILE LATEX FREE DISPOSA,0930-00033,,272,,,291, -   , -   ,116
4616,27212109,27212109,KIT COCHLEAR 2 KIT EXTERNAL,2900-11178,,272,,,"39,108", -   , -   ,"15,643"
4617,27212110,27212110,HC ABLATION CATHETER 22MM-34MM,,,272,,,"2,850", -   , -   ,"1,140"
4618,27212114,27212114,GUIDEWIRE ORTHOPEDIC TRIGEN OD3.2 MM THREADED TIP KNEE NAIL,0900-03498,,272,,,350, -   , -   ,140
4619,27212119,27212119,GUIDEWIRE ORTHOPEDIC STAINLESS STEEL L4 IN OD1.5 MM 1 TROCAR THREAD,2950-09293,,272,,,381, -   , -   ,152
4620,27212120,27212120,PACK COMBINATION KNOT PUSHER SUTURE CUTTER WITH PORTAL SKID,2950-09294,,272,,,715, -   , -   ,286
4621,27212123,27212123,INSTRUMENT BIOPSY BIOPINCE ULTRA L10 CM OD16 GA FULL CORE CENTIMETER MARK SAFETY BUTTON COAXIAL NEEDLE,0810-00020,,272,,,387, -   , -   ,155
4622,27212128,27212128,HC SIZING BALLOON,,,272,,,"1,707", -   , -   ,683
4623,27212130,27212130,GUIDEWIRE VASCULAR 33CM .025IN 2 END SPRING SOFT STRAIGHT LATEX FREE,0340-00012,,272,C1769,, -   , -   , -   , -   
4624,27212133,27212133,LARYNGOSCOPE VIDEO GLIDESCOPE SPECTRUM LOPRO S3 SINGLE USE LOW PROFILE BLADE NON-STERILE,0900-12069,,272,,,338, -   , -   ,135
4625,27212134,27212134,LARYNGOSCOPE VIDEO GLIDESCOPE SPECTRUM LOPRO S4 SINGLE USE LOW PROFILE BLADE NON-STERILE,0900-12070,,272,,,338, -   , -   ,135
4626,27212136,27212136,HC HALO 90 ABLATION CATHETER,,,272,,,"2,139", -   , -   ,856
4627,27212137,27212137,CATH CLEANER 7F 135CM,,,272,,,"5,367", -   , -   ,"2,147"
4628,27212139,27212139,DRAIN MULTIPURPOSE 10.2F 45CM,,,272,,,454, -   , -   ,182
4629,27212144,27212144,CATH HALO360 22MM 100CM 360D,,,272,,,"6,391", -   , -   ,"2,556"
4630,27212155,27212155,GUIDEWIRE ENDOSCOPIC JAGWIRE L450 CM OD.025 IN BILIARY STRAIGHT TIP HIGH PERFORM,0340-00092,,272,,,578, -   , -   ,231
4631,27212163,27212163,GUIDEWIRE ENDOSCOPIC HYDRA JAGWIRE HYDROPHILIC PTFE L450 CM OD.035 IN BILIARY ST,0340-00091,,272,,,607, -   , -   ,243
4632,27212181,27212181,HC PTA BALLOON GROUP 1,,,272,C1725,,544, -   , -   ,218
4633,27212197,27212197,GUIDEWIRE VASCULAR 180CM .035IN SUPER STIFF SHAFT STRAIGHT 6CM AMPLATZ,0340-00076,,272,C1769,,412, -   , -   ,165
4634,27212205,27212205,GUIDEWIRE VASCULAR STARTER PTFE STRAIGHT L180 CM OD.035 IN BENTSON,0340-00078,,272,C1769,,194, -   , -   ,78
4635,27212213,27212213,GUIDEWIRE VASCULAR GLIDEWIRE HYDROPHILIC ANGLED STANDARD L260 CM L3 CM OD.035 IN,0340-00073,,272,C1769,,338, -   , -   ,135
4636,27212221,27212221,HANDLE INFLATION ALLIANCE II REUSABLE BILIARY DILATOR,0330-00062,,272,,,"1,458", -   , -   ,583
4637,27212229,27212229,HC SEPARATOR INDG 12 SEP12,,,272,,,"6,164", -   , -   ,"2,466"
4638,27212236,27212236,HC CATHETER INDG 12 HTORQ LGHTNNG LITNG12HTORQ100 (AKA L2810-01066),,,272,,,"22,019", -   , -   ,"8,808"
4639,27212271,27212271,PIN FIXATION ATTUNE THREAD PACK HEAD HEADLESS DISPOSABLE,2940-84908,,272,,,"1,054", -   , -   ,422
4640,27212276,27212276,LINER SUCTION CRD MEDI-VAC THIN WALL 1000 CC LOCK LID SHUTOFF VALVE CANISTER FILTER LATEX FREE DISPOSABLE RED,0900-12110,,272,,, -   , -   , -   , -   
4641,27212288,27212288,HC HEMOCLIP POLY 5MM HEM-O-LOK (AKA 027212288),,,272,,,485, -   , -   ,194
4642,27212296,27212296,CLIP INTERNAL HEM-O-LOK POLYMER LARGE ENDOSCOPIC STERILE LATEX FREE DISPOSABLE G,0900-03635,,272,,,420, -   , -   ,168
4643,27212304,27212304,CLIP INTERNAL HEM-O-LOK POLYMER XL LAPAROSCOPIC STERILE LATEX FREE DISPOSABLE GO,0900-03137,,272,,,420, -   , -   ,168
4644,27212309,27212309,COUNTERSINK DRILL STAINLESS STEEL DISPOSABLE 2.7 3.5 MM SCREW,2940-26308,,272,,,494, -   , -   ,198
4645,27212310,27212310,KIT ARTHROSCOPIC FIXATION 1.6 MM DRILL CURVE SPEAR OBTURATOR DISPOSABLE FIBERTAK SUTURE ANCHOR,2940-87934,,272,,,634, -   , -   ,254
4646,27212312,27212312,CLIP MEDIUM INTERNAL HEMOCLIP TITANIUM ENDOSCOPIC LIGATING STERILE DISPOSABLE DI,0700-00003,,272,,, -   , -   , -   , -   
4647,27212320,27212320,CLIP LARGE INTERNAL HEMOCLIP TITANIUM ENDOSCOPIC LIGATING STERILE DISPOSABLE LAT,0700-00002,,272,,,137, -   , -   ,55
4648,27212338,27212338,CLIP SMALL INTERNAL HEMOCLIP TITANIUM ENDOSCOPIC LIGATING STERILE DISPOSABLE LAT,0700-00004,,272,,, -   , -   , -   , -   
4649,27212346,27212346,KIT TISSUE CLOSURE COSEAL PEG 4 ML VASCULAR 2 APPLICATOR TIPS SURGICAL SEALANT V,0900-02446,,272,,,"1,843", -   , -   ,737
4650,27212353,27212353,CELLULOSE OXIDIZED SURGICEL L2 IN X W1 IN ABSORBABLE HEMOSTATIC AGENT FIBRILLAR,0900-01925,,272,,,258, -   , -   ,103
4651,27212379,27212379,KIT DRAINAGE 10FR PVC 3 SPRING RESERVOIR PORTABLE TROCAR EVACUATOR TUBING SIDEWA,1400-00022,,272,,, -   , -   , -   , -   
4652,27212403,27212403,ELECTRODE ELECTROSURGICAL UNIVERSAL PLUS L32 CM OD5 MM L HOOK STEALTH COATED SUC,0900-03272,,272,,,268, -   , -   ,107
4653,27212411,27212411,MANIPULATOR ENDOSCOPIC KRONNER MANIPUJECTOR L33 CM OD5 MM UTERINE CATHETER STERI,0900-01342,,272,,,193, -   , -   ,77
4654,27212429,27212429,DEVICE INFLATION ENCORE 26 20 ML SYRINGE,2000-00400,,272,,,222, -   , -   ,89
4655,27212445,27212445,INSERT CLAMP FOGARTY HYDRAJAW L86 MM SET STERILE,0900-02329,,272,,,271, -   , -   ,108
4656,27212452,27212452,INSERT CLAMP FOGARTY SOFTJAW RUBBER L61 MM ATRAUMATIC OCCLUSION HIGH FLOW STERIL,0900-01918,,272,,,112, -   , -   ,45
4657,27212460,27212460,INSERT CLAMP FOGARTY SOFTJAW RUBBER L86 MM ATRAUMATIC OCCLUSION HIGH FLOW STERIL,0900-01919,,272,,,112, -   , -   ,45
4658,27212478,27212478,APPLIER INTERNAL CLIP 30D LARGE 13.25IN TITANIUM ENDOSCOPIC LIGATING ANGLED MULT,0710-00064,,272,,,289, -   , -   ,116
4659,27212486,27212486,SET RETRACTOR OCTOBASE L16 MM INSERT DPSH,0900-02296,,272,,,"1,626", -   , -   ,650
4660,27212494,27212494,APPLIER INTERNAL CLIP 30D MEDIUM 11.5IN TITANIUM ENDOSCOPIC LIGATING ANGLED MULT,0710-00076,,272,,,286, -   , -   ,114
4661,27212528,27212528,INTRO CATH PEELAWAY 09FR OSCOR,,,272,,,123, -   , -   ,49
4662,27212569,27212569,SET INTRODUCER PEEL-AWAY .038 IN STANDARD L20 CM L15.5 CM OD9 FR DUAL KNOB SAFE,2910-00030,,272,C1892,,332, -   , -   ,133
4663,27212577,27212577,INTRODUCER SHEATH PEEL-AWAY .038 IN STANDARD L20 CM L15.5 CM OD8 FR PERCUTANEOUS,0900-00200,,272,C1892,,332, -   , -   ,133
4664,27212601,27212601,INTRODUCER SHEATH PEEL-AWAY STAINLESS STEEL .038 IN STANDARD L20 CM L15.5 CM OD1,2910-00031,,272,C1892,,332, -   , -   ,133
4665,27212635,27212635,SHEATH 16F 35CM CHECKFLO,,,272,,,900, -   , -   ,360
4666,27212643,27212643,SET INTRODUCER CHECK-FLO PERFORMER .035 IN L13 CM L20 CM OD5 FR J TIP STRAIGHT G,0900-02360,,272,,,163, -   , -   ,65
4667,27212700,27212700,INTRODUCER SHEATH PEEL-AWAY .038 IN L20 CM L15.5 CM OD7 FR PERCUTANEOUS PERMANEN,0900-02356,,272,C1892,,332, -   , -   ,133
4668,27212718,27212718,INTRODUCER SHEATH PEEL-AWAY .038 IN L14 CM OD9 FR TRANSSEPTAL HEMOSTASIS GUIDEWI,2910-00182,,272,C1892,,237, -   , -   ,95
4669,27212726,27212726,INTRODUCER SHEATH PEEL-AWAY .038 IN L14 CM OD7 FR TRANSSEPTAL HEMOSTASIS GUIDEWI,2910-00181,,272,C1892,,237, -   , -   ,95
4670,27212734,27212734,INTRODUCER SHEATH PEEL-AWAY .038 IN L14 CM OD8 FR TRANSSEPTAL HEMOSTASIS GUIDEWI,0900-03579,,272,C1892,,237, -   , -   ,95
4671,27212742,27212742,INTRODUCER SHEATH PEEL-AWAY .038 IN L14 CM OD10 FR TRANSSEPTAL HEMOSTASIS GUIDEW,2910-00184,,272,C1892,,155, -   , -   ,62
4672,27212791,27212791,DRESSING WOUND 95 JAW GENIOPLASTY PADDED USED POSTOPERATIVELY IN FACIAL/ORAL SUR,0900-02447,,272,,,225, -   , -   ,90
4673,27212804,27212804,HC IODOFORM PACKING,,,272,,, -   , -   , -   , -   
4674,27212817,27212817,TIP SUCTION KAM SUPER SUCKERS LONG SUPER SUCKER DISPOSABLE,0900-02998,,272,,,176, -   , -   ,70
4675,27212874,27212874,KIT INSTRUMENT ACL TRANSTIBIAL HALL STYLE SAW BLADE DISPOSABLE,0900-02434,,272,,,732, -   , -   ,293
4676,27212895,27212895,HC BLADE SCALPEL SAFT 15 372615G,,,272,,, -   , -   , -   , -   
4677,27212916,27212916,CATHETER CHOLANGIOGRAM ARROW-KARLAN L60 CM OD4 FR 2 LUMEN 3WAY STOPCOCK CHOLANGI,0300-00138,,272,,,436, -   , -   ,174
4678,27212924,27212924,KIT DRAINAGE PLEURX 1 VALVE CAP SAFETY SCALPEL FORCEPS PERITONEAL CATHETER STERI,0300-00266,,272,,,"1,789", -   , -   ,716
4679,27212932,27212932,KIT ARTERIAL LINE 12.4CM 22GA .015IN RADIAL ARTERY CATHETER RADIOPAQUE SPRING GU,0960-00041,,272,,, -   , -   , -   , -   
4680,27212952,27212952,HC SALINE 500 FOR IRRAGATION,,,272,,, -   , -   , -   , -   
4681,27213013,27213013,SYSTEM BONE CEMENT BIOPREP FEMORAL KIT PREPARATION PLUG INSERTER BRUSH CURETTE S,0900-01396,,272,,,507, -   , -   ,203
4682,27213021,27213021,KIT FLUID TRANSFER L122 CM L25 CM 60 ML SYRINGE TRANSFER SET 2 WAY CHECK VALVE U,0900-02957,,272,,, -   , -   , -   , -   
4683,27213054,27213054,DEVICE CLOSURE CARTER-THOMASON CLOSESURE 10/12 MM 15 MM SUTURE PASSER SYSTEM STE,0900-03259,,272,,,427, -   , -   ,171
4684,27213070,27213070,ARROW INTRODUCER 9F 10CM,,,272,,,305, -   , -   ,122
4685,27213179,27213179,KIT SETUP MINI-KIT MINI STERILE LATEX FREE,0500-00048,,272,,, -   , -   , -   , -   
4686,27213195,27213195,KIT ASPIRATOR TOTAL ASPIRATION PROTECTION TUBING FILTER IP LINER ADAPTER EXTRA C,0900-02953,,272,,,266, -   , -   ,106
4687,27213203,27213203,KIT VASCULAR ARGYLE RUBBER L24 IN X W1/8 IN TOURNIQUET SHEATH PLUG OBTURATOR UMB,0500-00050,,272,,, -   , -   , -   , -   
4688,27213229,27213229,HC KIT UROSTOMY POSTOP 45M 020935,,,272,,,216, -   , -   ,86
4689,27213252,27213252,DEVICE VACUUM EXTRACTION KIWI OMNICUP CUP DELIVERY SYSTEM TRACTION FORCE INDICAT,0900-02849,,272,,,216, -   , -   ,86
4690,27213294,27213294,DEVICE BONE BIOPSY KYPHX 3 BONE,0900-02449,,272,,,568, -   , -   ,227
4691,27213295,27213295,HC THERMO-COOL CATHETER,,,272,,,"10,958", -   , -   ,"4,383"
4692,27213303,27213303,HC THERMO-COOL PUMP SET,,,272,,,306, -   , -   ,122
4693,27213329,27213329,HC CARTO REFERENCE PATCH,,,272,,,"1,259", -   , -   ,504
4694,27213344,27213344,KYPHON INTRODUCER OSTEO SYS,,,272,,,"3,367", -   , -   ,"1,347"
4695,27213351,27213351,CURETTE SURGICAL KYPHX LATITUDE OD8 MM T TIP,0900-03837,,272,,,635, -   , -   ,254
4696,27213377,27213377,POUCH LAPSAC 5X8 750ML 054100,,,272,,,309, -   , -   ,124
4697,27213401,27213401,LEGGINGS SURGICAL STA-DRI-BOOTLEG POLYETHYLENE THK2 MIL REGULAR IMPERVIOUS FILM,0900-02041,,272,,, -   , -   , -   , -   
4698,27213427,27213427,CLIP INTERNAL HORIZON TITANIUM MEDIUM ENDOSCOPIC LIGATING STERILE LATEX FREE DIS,0900-03304,,272,,, -   , -   , -   , -   
4699,27213435,27213435,CLIP INTERNAL LIGACLIP EXTRA TITANIUM SMALL L2.6 MM ENDOSCOPIC LIGATING STERILE,0900-03710,,272,,, -   , -   , -   , -   
4700,27213450,27213450,LOOP VESSEL SILICONE MICRO L406 MM X W.4 MM STERILE DISPOSABLE BLUE,0900-03776,,272,,, -   , -   , -   , -   
4701,27213500,27213500,GUIDEWIRE .035X150 LUBRI FLX,,,272,,,246, -   , -   ,98
4702,27213518,27213518,STAPLER INTERNAL 55MM TITANIUM REGULAR GASTROINTESTINAL THORACIC LINEAR CUTTER R,0710-00006,,272,,,441, -   , -   ,176
4703,27213542,27213542,RELOAD STAPLER STANDARD 55MM PROXIMATE TITANIUM TISSUE ENDOSCOPIC LINEAR CUTTER,0710-00142,,272,,,272, -   , -   ,109
4704,27213543,27213543,HC CHLOROPREP 10.5ML SWAB,,,272,,, -   , -   , -   , -   
4705,27213575,27213575,SUTURE NONABSORBABLE MAXBRAID POLYETHYLENE 2-0 C-2 WHITE,0900-03404,,272,,,251, -   , -   ,100
4706,27213584,27213584,HC PROBE OXIMETRY FINGER DISPOSABLE,,,272,,,125, -   , -   ,50
4707,27213591,27213591,SUTURE NONABSORBABLE MERSILENE 5 MM BP-1 L12 IN WOVEN TAPE BRAIDED DOUBLE ARM WH,0740-00791,,272,,,273, -   , -   ,109
4708,27213600,27213600,HC BLOOD PRESSURE CUFF DISPOSABLE,,,272,,, -   , -   , -   , -   
4709,27213633,27213633,SYSTEM BONE CEMENT MIXEVAC III UNIVERSAL HIGH VACUUM KIT BOWL SPATULA PADDLE TUB,0900-01545,,272,,,287, -   , -   ,115
4710,27213716,27213716,PACKING 8CMX3CM THK1.5CM SEPTUM NASAL COMPRESSED DRAWSTRING DOYLE WHITE STERILE,1420-00086,,272,,,273, -   , -   ,109
4711,27213724,27213724,PACKING NASAL RAPID RHINO ADULT L5.5 CM ANTERIOR SINUS,0900-02147,,272,,,302, -   , -   ,121
4712,27213732,27213732,SET 1.75IN 21GA INFUSION BUTTERFLY NEEDLE TUBING LUER ADAPTER,0940-00027,,272,,,255, -   , -   ,102
4713,27213765,27213765,NEEDLE BIOPSY 14GA 6IN TRU-CUT NEEDLE STANDARD HANDLE SOFT TISSUE STERILE LATEX,0800-00149,,272,,,156, -   , -   ,62
4714,27213781,27213781,NEEDLE BLUNT L1.5 IN OD19 GA STERILE DISPOSABLE HMS,0800-00058,,272,,,255, -   , -   ,102
4715,27213799,27213799,BONE MARROW NEEDLE 11 GA X 4 I,,,272,,,301, -   , -   ,120
4716,27213864,27213864,SET INFUSION L1 IN OD22 GA HUBER NONCORING,0900-03640,,272,,, -   , -   , -   , -   
4717,27213872,27213872,NEEDLE BIOPSY JAMSHIDI SYNTHETIC STANDARD L4 IN OD8 GA BONE MARROW HANDLE ASPIRA,0900-03651,,272,,,197, -   , -   ,79
4718,27213880,27213880,NEEDLE BIOPSY JAMSHIDI L4 IN OD11 GA BONE MARROW ASPIRATION LIGHTWEIGHT HANDLE T,0800-00131,,272,,,183, -   , -   ,73
4719,27213906,27213906,SUTURE NEEDLE MAYO CATGUT 4 1/2 CIRCLE TROCAR POINT STERILE LATEX FREE DISPOSABL,0740-00904,,272,,, -   , -   , -   , -   
4720,27213914,27213914,SUTURE NEEDLE MAYO CATGUT 5 INTESTINAL 1/2 CIRCLE TAPER POINT STERILE DISPOSABLE,0740-00905,,272,,, -   , -   , -   , -   
4721,27213922,27213922,SUTURE NEEDLE MAYO CATGUT 6 1/2 CIRCLE TAPER POINT STERILE DISPOSABLE,0740-00906,,272,,, -   , -   , -   , -   
4722,27213930,27213930,SUTURE NEEDLE MAYO CATGUT 4 1/2 CIRCLE TAPER POINT STERILE DISPOSABLE,0740-00899,,272,,, -   , -   , -   , -   
4723,27213948,27213948,SUTURE NEEDLE MAYO CATGUT 6 1/2 CIRCLE TAPER POINT STERILE DISPOSABLE,0740-00903,,272,,, -   , -   , -   , -   
4724,27213989,27213989,NEEDLE SUTURE MAYO 3 HALF CIRCLE TAPER POINT FRENCH SPRING EYE STERILE DISPOSABL,0740-00924,,272,,, -   , -   , -   , -   
4725,27214045,27214045,SUTURE NEEDLE KEITH STAINLESS STEEL 2 IN L2 IN ABDOMINAL STRAIGHT TRIANGULAR POI,0740-00898,,272,,, -   , -   , -   , -   
4726,27214060,27214060,SYSTEM BONE CEMENT NORIAN SRS L10 CM OD12 GA DELIVERY NEEDLE STERILE,0900-03190,,272,,,820, -   , -   ,328
4727,27214094,27214094,NEEDLE PROCEDURE L7 CM OD18 GA PERCUTANEOUS 1 PART THIN WALL BASEPLATE STERILE D,0900-02358,,272,,, -   , -   , -   , -   
4728,27214110,27214110,NEEDLE INSUFFLATION 120MM 14GA ENDOPATH VERRES PNEUMOPERITONEUM BLUNT STYLET STO,0710-00033,,272,,,135, -   , -   ,54
4729,27214120,27214120,HC GUIDE WIRE GROUP 2,,,272,C1769,,175, -   , -   ,70
4730,27214128,27214128,NEEDLE INSUFFLATION 150MM 14GA ENDOPATH VERRES PNEUMOPERITONEAL BLUNT STYLET STO,0710-00188,,272,,,140, -   , -   ,56
4731,27214144,27214144,NEEDLE SPINAL SPROTTE L4.75 IN OD24 GA,0900-03380,,272,,,150, -   , -   ,60
4732,27214151,27214151,SUTURE NEEDLE MAYO 2 INTESTINAL CATGUT HALF CIRCLE TAPER POINT ANCHOR SUTURE FRE,0800-00053,,272,,, -   , -   , -   , -   
4733,27214153,27214153,HC GUIDE WIRE GROUP 5,,,272,C1769,,340, -   , -   ,136
4734,27214169,27214169,SUTURE NEEDLE MAYO 5 .5 CIRCLE TROCAR POINT STERILE DISPOSABLE,0800-00063,,272,,, -   , -   , -   , -   
4735,27214185,27214185,NEEDLE BIOPSY 14GA 4.5IN TRU-CUT STANDARD HANDLE THIN WALL DEPTH MARKING SOFT TI,0800-00148,,272,,,156, -   , -   ,62
4736,27214201,27214201,NEEDLE INSUFFLATION 120MM 14GA ENDOPATH VERRES PNEUMOPERITONEAL BIOPSY ASPIRATIO,0710-00053,,272,,,162, -   , -   ,65
4737,27214227,27214227,STIMULATOR NERVE VARI-STIM III STANDARD SUBDERMAL HANDHELD LOCATOR,0900-00139,,272,,,371, -   , -   ,148
4738,27214232,27214232,HC VEST CPT ALL SIZES,,,272,,,289, -   , -   ,116
4739,27214243,27214243,SPLINT NASAL MEDPOR SILICONE 1 L23 MM X W18 MM X H7 MM PROXIMAL TIP RETAINER ANA,2900-02137,,272,,,564, -   , -   ,226
4740,27214250,27214250,HC DRAIN SIL 15FR U1300323,,,272,,,108, -   , -   ,43
4741,27214268,27214268,SPLINT NASAL MEDPOR SILICONE 2 L24 MM X W19 MM X H8 MM PROXIMAL TIP RETAINER ANA,2900-02138,,272,,,564, -   , -   ,226
4742,27214276,27214276,SPLINT NASAL MEDPOR 3 L20 MM X W25 MM X H9 MM NOSTRIL RETAINER SIZING KIT STERIL,2900-02139,,272,,,564, -   , -   ,226
4743,27214284,27214284,SPLINT NASAL MEDPOR 10 L27 MM X W32 MM X H15 MM NOSTRIL RETAINER SIZING KIT STER,2900-02140,,272,,,564, -   , -   ,226
4744,27214292,27214292,SPLINT NASAL MEDPOR SILICONE 11 L33 MM X W28 MM X H16 MM PROXIMAL TIP RETAINER A,2900-02141,,272,,,564, -   , -   ,226
4745,27214300,27214300,SPLINT NASAL MEDPOR 12 L29 MM X W34 MM X H17 MM NOSTRIL RETAINER SIZING KIT STER,2900-02142,,272,,,564, -   , -   ,226
4746,27214326,27214326,RETRIEVER SUTURE CAPIO STANDARD L25 CM OD12 MM TRANSVAGINAL OPEN ACCESS PUSH CAT,2000-00291,,272,,,"1,521", -   , -   ,608
4747,27214342,27214342,SPLINT ORTHOPEDIC 15FTX1IN ROLL FORM EASY STRETCH PADDING WRINKLE FREE STRONG DU,0610-00056,,272,,,277, -   , -   ,111
4748,27214393,27214393,SNARE VASCULAR 120CM 6-10MM 6FR EN SNARE STANDARD CATHETER 100CM,0960-00098,,272,C1773,,"1,171", -   , -   ,468
4749,27214417,27214417,PACK SURGICAL ABDOMINAL TRAUMA II,1600-02093,,272,,,318, -   , -   ,127
4750,27214433,27214433,PACKING WOUND 5YDX1IN GAUZE IODOFORM CURITY STRIP SELVAGE EDGE WOVEN STERILE LAT,1410-00039,,272,,, -   , -   , -   , -   
4751,27214441,27214441,PACKING WOUND 5YDX2IN GAUZE IODOFORM CURITY STRIP SELVAGE EDGE WOVEN STERILE LAT,1410-00042,,272,,, -   , -   , -   , -   
4752,27214458,27214458,PACKING WOUND 5YDX2IN GAUZE CURITY STRIP SELVAGE EDGE WOVEN PLAIN STERILE LATEX,1410-00045,,272,,, -   , -   , -   , -   
4753,27214466,27214466,SPLINT NASAL TOFFEL THK1.3 CM L4.5 CM X H2 CM SEPTUM AIRWAY TUBE STERILE LATEX F,0900-01329,,272,,,381, -   , -   ,152
4754,27214474,27214474,PACKING WOUND GAUZE L72 IN X W2 IN VAGINAL 4 PLY RADIOPAQUE STERILE DISPOSABLE,0900-01117,,272,,, -   , -   , -   , -   
4755,27214482,27214482,PAD THERAPEUTIC MUL-T-PAD POLYMER L18 IN X W13 IN NONWOVEN FABRIC HEAT OR COLD T,0900-00147,,272,,, -   , -   , -   , -   
4756,27214490,27214490,PAD THERAPEUTIC MUL-T-PAD PLASTIC CLOTH L26 IN X W18 IN NONWOVEN LOCALIZED TEMPE,0900-00148,,272,,, -   , -   , -   , -   
4757,27214508,27214508,PAD THERAPEUTIC POLAR CARE 500 PLASTIC KNEE SHOULDER WRAP LATEX FREE,0900-02055,,272,,,224, -   , -   ,90
4758,27214517,27214517,HC MASK OXYMASK,,,272,,, -   , -   , -   , -   
4759,27214524,27214524,RETRACTOR 46CM 12MM ENDO PADDLE RETRACT MINIMALLY INVASIVE HAND INSTRUMENT STERI,0700-00011,,272,,,"1,273", -   , -   ,509
4760,27214631,27214631,PASTE OSTOMY STOMAHESIVE 2 OZ TUBE HYROCOLLOID,1400-00025,,272,,, -   , -   , -   , -   
4761,27214649,27214649,SPONGE SURGICAL L3 IN X W.25 IN COTTONOID PATTIES 1 STRING RADIOPAQUE STERILE LA,0900-02819,,272,,,361, -   , -   ,144
4762,27214682,27214682,INTRODUCER SHEATH FLEXOR SHUTTLE-SL HYDROPHILIC L80 CM OD7 FR ID.1 IN TUOHY BORS,1900-00249,,272,C1887,,491, -   , -   ,196
4763,27214748,27214748,PERFORATOR CRANIAL 14MM 11MM HUDSON END DGR-O PEDIATRIC ADULT STERILE DISPOSABLE,3100-00404,,272,,,560, -   , -   ,224
4764,27214755,27214755,PERFORATOR CRANIAL DGR-II PEDIATRIC 11 MM 7 MM MINI STERILE DISPOSABLE,0900-01438,,272,,,726, -   , -   ,290
4765,27214763,27214763,SUTURE ABSORBABLE CAPIO 2-0 L36 IN 2 ARM MONOFILAMENT,0300-00617,,272,,,210, -   , -   ,84
4766,27214898,27214898,CATHETER DRAINAGE 12FR 25CM APD REGULAR DUROMETER MULTIPURPOSE LOOP POLYURETHANE,0380-00071,,272,C1758,,377, -   , -   ,151
4767,27214978,27214978,GUIDE PIN ORTHOPEDIC PARTIAL THREAD L12 IN OD3.2 MM TROCAR TIP,2950-07512,,272,,,141, -   , -   ,56
4768,27214991,27214991,GUIDEWIRE ORTHOPEDIC ACUTRAK 2 L6 IN OD.035 IN 1 TROCAR NONSTERILE,2920-07482,,272,,,189, -   , -   ,76
4769,27214992,27214992,PACKING NASAL RHINO ROCKET PVA EXPANDACELL FOAM XL SMALL STATURE L10 CM X W1 CM,0900-10484,,272,,,190, -   , -   ,76
4770,27214993,27214993,GUIDE PIN ORTHOPEDIC L9 IN OD3.2 MM SMOOTH SHAFT DRILL POINT,2950-07496,,272,,,191, -   , -   ,76
4771,27214998,27214998,PACK SURGICAL PATIENT SPECIFIC GENERAL LAPAROSCOPY BASIN PEDIATRIC MEMORIAL HEALTHCARE SYSTEM,1600-02100,,272,,,213, -   , -   ,85
4772,27215006,27215006,HC PACK LEFT HEART SCV22LHMR,,,272,,,259, -   , -   ,104
4773,27215007,27215007,SPLINT NASAL DENVER SPLINT THERMOPLASTIC LARGE RIGID OPAQUE LIGHTWEIGHT WHITE SERIES 4000,0900-10483,,272,,,265, -   , -   ,106
4774,27215008,27215008,DENVER SPLINT 4000 SERIES S/M,0900-10482,,272,,,265, -   , -   ,106
4775,27215009,27215009,ROLL DENTAL COTTON SILKY YARN SMALL L1.5 IN OD5/16 IN BRAIDED FLEXIBLE DESIGN UN,0900-10564,,272,,,289, -   , -   ,116
4776,27215013,27215013,GEL ETCHING 37% PHOSPHORIC ACID OD23 GA 1.2 ML 12 SYRINGE 40 TIP,0900-10542,,272,,,305, -   , -   ,122
4777,27215023,27215023,SPLINT NASAL DENVER ALUMINUM FOAM MINI L65 MM X W35 MM SEPTUM ADHERENT WATER RES,0900-10478,,272,,,386, -   , -   ,154
4778,27215024,27215024,SPLINT NASAL DENVER ALUMINUM SMALL L65 MM X W35 MM SEPTUM 2 PIECE ADHESIVE VELFO,0900-10479,,272,,,386, -   , -   ,154
4779,27215026,27215026,SPLINT NASAL DENVER ALUMINUM FOAM LARGE SEPTUM 2 PIECE ADHERENT KIT STERILE DISP,0900-10480,,272,,,386, -   , -   ,154
4780,27215035,27215035,KIT 20CM 4FR 1 LUM GW CATHANGIODYNAMICS INC,,,272,,,423, -   , -   ,169
4781,27215048,27215048,BIT DRILL L250 MM L95 MM OD2.5 MM QUICK COUPLING STOP CALIBRATED,0900-01091,,272,,,420, -   , -   ,168
4782,27215049,27215049,BIT DRILL L250 MM L95 MM OD2.8 MM QUICK COUPLING STOP CALIBRATED,0900-01092,,272,,,420, -   , -   ,168
4783,27215057,27215057,TRAP TRACTION XL FINGER 2 PIECE ARC WRIST TOWER NONSTERILE,2950-07485,,272,,,442, -   , -   ,177
4784,27215065,27215065,NEEDLE BONE BIOPSY REVOLVE OD11 GA ACCESS TROCAR TIP,0900-01074,,272,,,503, -   , -   ,201
4785,27215066,27215066,DRILL SURGICAL INBONE II OD4 MM TALUS ANTERIOR PEG,2940-53305,,272,,,489, -   , -   ,196
4786,27215067,27215067,DRILL SURGICAL SURGIBIT LONG OD2.8 MM QUICK RELEASE,2950-07490,,272,,,499, -   , -   ,200
